SA1_CODE_DIV,DIVISION,SA2_CODE,SA2_NAME,SA1_CODE,SA1_7_CODE,ACTUAL,PROJECTED
31901149204-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149204,3149204,300,332
31901149205-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149205,3149205,380,381
31901149206-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149206,3149206,259,268
31901149207-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149207,3149207,367,388
31901149208-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149208,3149208,350,343
31901149209-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149209,3149209,238,233
31901149210-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149210,3149210,265,268
31901149211-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149211,3149211,174,188
31901149212-HIN,HINKLER,319011492,Ashfield - Kepnock,31901149212,3149212,830,896
31901149301-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149301,3149301,511,502
31901149302-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149302,3149302,1881,1982
31901149303-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149303,3149303,204,215
31901149304-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149304,3149304,192,197
31901149305-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149305,3149305,392,395
31901149306-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149306,3149306,581,587
31901149307-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149307,3149307,769,895
31901149308-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149308,3149308,551,563
31901149309-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149309,3149309,708,711
31901149310-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149310,3149310,516,543
31901149311-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149311,3149311,270,291
31901149312-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149312,3149312,289,306
31901149313-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149313,3149313,224,234
31901149314-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149314,3149314,533,573
31901149315-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149315,3149315,410,403
31901149316-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149316,3149316,469,479
31901149317-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149317,3149317,289,313
31901149318-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149318,3149318,401,423
31901149319-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149319,3149319,371,411
31901149320-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149320,3149320,884,993
31901149321-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149321,3149321,332,344
31901149323-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149323,3149323,301,296
31901149324-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149324,3149324,596,611
31901149325-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149325,3149325,628,617
31901149326-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149326,3149326,423,429
31901149327-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149327,3149327,340,353
31901149328-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149328,3149328,540,607
31901149329-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149329,3149329,220,224
31901149330-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149330,3149330,340,334
31901149331-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149331,3149331,428,439
31901149332-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149332,3149332,239,247
31901149333-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149333,3149333,501,531
31901149334-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149334,3149334,490,481
31901149335-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149335,3149335,732,765
31901149336-HIN,HINKLER,319011493,Bargara - Burnett Heads,31901149336,3149336,350,353
31901149401-HIN,HINKLER,319011494,Branyan - Kensington,31901149401,3149401,1030,1116
31901149402-HIN,HINKLER,319011494,Branyan - Kensington,31901149402,3149402,400,408
31901149403-HIN,HINKLER,319011494,Branyan - Kensington,31901149403,3149403,319,338
31901149404-HIN,HINKLER,319011494,Branyan - Kensington,31901149404,3149404,383,397
31901149405-HIN,HINKLER,319011494,Branyan - Kensington,31901149405,3149405,259,267
31901149406-HIN,HINKLER,319011494,Branyan - Kensington,31901149406,3149406,347,372
31901149407-HIN,HINKLER,319011494,Branyan - Kensington,31901149407,3149407,934,1014
31901149408-HIN,HINKLER,319011494,Branyan - Kensington,31901149408,3149408,234,245
31901149409-HIN,HINKLER,319011494,Branyan - Kensington,31901149409,3149409,343,339
31901149501-HIN,HINKLER,319011495,Bundaberg,31901149501,3149501,309,322
31901149502-HIN,HINKLER,319011495,Bundaberg,31901149502,3149502,253,264
31901149503-HIN,HINKLER,319011495,Bundaberg,31901149503,3149503,191,192
31901149504-HIN,HINKLER,319011495,Bundaberg,31901149504,3149504,89,91
31901149505-HIN,HINKLER,319011495,Bundaberg,31901149505,3149505,148,151
31901149506-HIN,HINKLER,319011495,Bundaberg,31901149506,3149506,244,237
31901149507-HIN,HINKLER,319011495,Bundaberg,31901149507,3149507,198,193
31901149508-HIN,HINKLER,319011495,Bundaberg,31901149508,3149508,259,267
31901149509-HIN,HINKLER,319011495,Bundaberg,31901149509,3149509,365,400
31901149510-HIN,HINKLER,319011495,Bundaberg,31901149510,3149510,388,394
31901149511-HIN,HINKLER,319011495,Bundaberg,31901149511,3149511,220,218
31901149512-HIN,HINKLER,319011495,Bundaberg,31901149512,3149512,282,285
31901149513-HIN,HINKLER,319011495,Bundaberg,31901149513,3149513,308,329
31901149514-HIN,HINKLER,319011495,Bundaberg,31901149514,3149514,411,426
31901149515-HIN,HINKLER,319011495,Bundaberg,31901149515,3149515,290,301
31901149516-HIN,HINKLER,319011495,Bundaberg,31901149516,3149516,150,153
31901149517-HIN,HINKLER,319011495,Bundaberg,31901149517,3149517,208,220
31901149603-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149603,3149603,294,306
31901149604-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149604,3149604,315,317
31901149605-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149605,3149605,184,187
31901149606-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149606,3149606,616,634
31901149607-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149607,3149607,241,267
31901149608-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149608,3149608,372,392
31901149609-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149609,3149609,363,369
31901149610-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149610,3149610,189,196
31901149611-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149611,3149611,355,375
31901149612-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149612,3149612,470,471
31901149613-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149613,3149613,163,171
31901149614-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149614,3149614,183,201
31901149615-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149615,3149615,502,524
31901149616-HIN,HINKLER,319011496,Bundaberg East - Kalkie,31901149616,3149616,144,141
31901149701-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149701,3149701,234,237
31901149702-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149702,3149702,192,201
31901149703-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149703,3149703,439,462
31901149704-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149704,3149704,268,277
31901149705-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149705,3149705,442,461
31901149706-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149706,3149706,231,244
31901149707-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149707,3149707,293,295
31901149708-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149708,3149708,175,190
31901149709-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149709,3149709,423,431
31901149710-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149710,3149710,190,204
31901149711-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149711,3149711,269,276
31901149712-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149712,3149712,240,263
31901149713-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149713,3149713,196,213
31901149714-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149714,3149714,382,385
31901149714-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149714,3149714,15,16
31901149715-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149715,3149715,296,316
31901149716-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149716,3149716,286,295
31901149717-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149717,3149717,300,323
31901149718-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149718,3149718,174,187
31901149719-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149719,3149719,200,207
31901149720-FLY,FLYNN,319011497,Bundaberg North - Gooburrum,31901149720,3149720,244,251
31901149721-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149721,3149721,317,330
31901149722-HIN,HINKLER,319011497,Bundaberg North - Gooburrum,31901149722,3149722,238,239
31901149801-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149801,3149801,374,404
31901149803-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149803,3149803,326,329
31901149804-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149804,3149804,324,334
31901149805-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149805,3149805,358,363
31901149806-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149806,3149806,239,233
31901149807-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149807,3149807,131,136
31901149808-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149808,3149808,378,390
31901149809-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149809,3149809,332,344
31901149810-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149810,3149810,337,346
31901149811-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149811,3149811,238,248
31901149812-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149812,3149812,140,145
31901149813-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149813,3149813,399,423
31901149814-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149814,3149814,476,484
31901149815-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149815,3149815,316,317
31901149816-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149816,3149816,253,254
31901149817-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149817,3149817,394,416
31901149818-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149818,3149818,426,447
31901149819-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149819,3149819,501,527
31901149820-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149820,3149820,335,353
31901149821-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149821,3149821,224,225
31901149822-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149822,3149822,282,281
31901149823-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149823,3149823,583,608
31901149824-FLY,FLYNN,319011498,Bundaberg Surrounds - North,31901149824,3149824,471,486
31901149901-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149901,3149901,245,268
31901149902-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149902,3149902,339,332
31901149903-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149903,3149903,310,326
31901149904-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149904,3149904,288,321
31901149905-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149905,3149905,551,565
31901149906-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149906,3149906,277,292
31901149907-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149907,3149907,670,674
31901149908-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149908,3149908,196,202
31901149909-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149909,3149909,217,226
31901149910-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149910,3149910,547,535
31901149911-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149911,3149911,309,302
31901149912-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149912,3149912,329,342
31901149913-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149913,3149913,562,599
31901149914-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149914,3149914,376,388
31901149915-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149915,3149915,300,317
31901149916-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149916,3149916,346,381
31901149917-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149917,3149917,487,477
31901149918-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149918,3149918,0,0
31901149919-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149919,3149919,347,365
31901149920-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149920,3149920,381,411
31901149921-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149921,3149921,218,227
31901149922-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149922,3149922,464,484
31901149923-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149923,3149923,238,250
31901149924-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149924,3149924,198,203
31901149925-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149925,3149925,136,143
31901149926-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149926,3149926,267,261
31901149927-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149927,3149927,288,309
31901149928-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149928,3149928,165,179
31901149929-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149929,3149929,110,112
31901149930-HIN,HINKLER,319011499,Bundaberg Surrounds - South,31901149930,3149930,236,257
31901150001-HIN,HINKLER,319011500,Millbank - Avoca,31901150001,3150001,195,193
31901150002-HIN,HINKLER,319011500,Millbank - Avoca,31901150002,3150002,152,152
31901150003-HIN,HINKLER,319011500,Millbank - Avoca,31901150003,3150003,249,257
31901150004-HIN,HINKLER,319011500,Millbank - Avoca,31901150004,3150004,297,296
31901150005-HIN,HINKLER,319011500,Millbank - Avoca,31901150005,3150005,248,261
31901150006-HIN,HINKLER,319011500,Millbank - Avoca,31901150006,3150006,359,360
31901150007-HIN,HINKLER,319011500,Millbank - Avoca,31901150007,3150007,383,401
31901150008-HIN,HINKLER,319011500,Millbank - Avoca,31901150008,3150008,212,215
31901150009-HIN,HINKLER,319011500,Millbank - Avoca,31901150009,3150009,297,294
31901150010-HIN,HINKLER,319011500,Millbank - Avoca,31901150010,3150010,268,277
31901150011-HIN,HINKLER,319011500,Millbank - Avoca,31901150011,3150011,174,179
31901150012-HIN,HINKLER,319011500,Millbank - Avoca,31901150012,3150012,405,403
31901150013-HIN,HINKLER,319011500,Millbank - Avoca,31901150013,3150013,163,170
31901150014-HIN,HINKLER,319011500,Millbank - Avoca,31901150014,3150014,312,315
31901150015-HIN,HINKLER,319011500,Millbank - Avoca,31901150015,3150015,301,305
31901150016-HIN,HINKLER,319011500,Millbank - Avoca,31901150016,3150016,0,0
31901150017-HIN,HINKLER,319011500,Millbank - Avoca,31901150017,3150017,493,503
31901150018-HIN,HINKLER,319011500,Millbank - Avoca,31901150018,3150018,313,313
31901150019-HIN,HINKLER,319011500,Millbank - Avoca,31901150019,3150019,294,303
31901150020-HIN,HINKLER,319011500,Millbank - Avoca,31901150020,3150020,210,234
31901150021-HIN,HINKLER,319011500,Millbank - Avoca,31901150021,3150021,181,188
31901150022-HIN,HINKLER,319011500,Millbank - Avoca,31901150022,3150022,424,446
31901150101-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150101,3150101,356,355
31901150102-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150102,3150102,288,285
31901150103-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150103,3150103,350,348
31901150104-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150104,3150104,211,217
31901150105-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150105,3150105,296,307
31901150106-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150106,3150106,342,345
31901150107-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150107,3150107,353,367
31901150108-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150108,3150108,284,283
31901150109-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150109,3150109,388,390
31901150110-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150110,3150110,253,272
31901150111-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150111,3150111,303,318
31901150112-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150112,3150112,220,232
31901150113-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150113,3150113,302,312
31901150114-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150114,3150114,422,428
31901150115-HIN,HINKLER,319011501,Svensson Heights - Norville,31901150115,3150115,151,167
31901150201-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150201,3150201,316,333
31901150202-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150202,3150202,474,491
31901150203-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150203,3150203,347,368
31901150204-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150204,3150204,536,547
31901150205-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150205,3150205,214,227
31901150206-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150206,3150206,273,278
31901150207-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150207,3150207,444,446
31901150208-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150208,3150208,249,242
31901150209-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150209,3150209,305,311
31901150210-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150210,3150210,263,265
31901150211-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150211,3150211,291,295
31901150212-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150212,3150212,240,255
31901150213-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150213,3150213,336,350
31901150214-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150214,3150214,273,278
31901150215-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150215,3150215,451,462
31901150216-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150216,3150216,232,239
31901150217-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150217,3150217,282,295
31901150218-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150218,3150218,448,454
31901150219-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150219,3150219,335,345
31901150220-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150220,3150220,389,418
31901150221-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150221,3150221,375,375
31901150222-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150222,3150222,163,169
31901150223-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150223,3150223,154,158
31901150224-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150224,3150224,236,238
31901150225-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150225,3150225,378,402
31901150226-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150226,3150226,184,192
31901150227-HIN,HINKLER,319011502,Walkervale - Avenell Heights,31901150227,3150227,256,249
31902150301-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150301,3150301,213,210
31902150302-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150302,3150302,198,202
31902150303-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150303,3150303,239,232
31902150304-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150304,3150304,331,339
31902150305-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150305,3150305,124,127
31902150306-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150306,3150306,304,301
31902150307-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150307,3150307,193,191
31902150308-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150308,3150308,262,278
31902150309-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150309,3150309,235,238
31902150310-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150310,3150310,234,240
31902150311-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150311,3150311,304,324
31902150312-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150312,3150312,216,233
31902150313-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150313,3150313,188,196
31902150314-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150314,3150314,210,214
31902150315-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150315,3150315,365,382
31902150316-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150316,3150316,248,262
31902150317-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150317,3150317,333,339
31902150318-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150318,3150318,359,366
31902150319-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150319,3150319,181,189
31902150320-FLY,FLYNN,319021503,Gayndah - Mundubbera,31902150320,3150320,97,102
31902150401-FLY,FLYNN,319021504,Gin Gin,31902150401,3150401,282,285
31902150402-FLY,FLYNN,319021504,Gin Gin,31902150402,3150402,270,274
31902150403-FLY,FLYNN,319021504,Gin Gin,31902150403,3150403,432,473
31902150404-FLY,FLYNN,319021504,Gin Gin,31902150404,3150404,318,310
31902150405-FLY,FLYNN,319021504,Gin Gin,31902150405,3150405,235,249
31902150406-FLY,FLYNN,319021504,Gin Gin,31902150406,3150406,242,248
31902150407-FLY,FLYNN,319021504,Gin Gin,31902150407,3150407,264,271
31902150408-FLY,FLYNN,319021504,Gin Gin,31902150408,3150408,395,399
31902150409-FLY,FLYNN,319021504,Gin Gin,31902150409,3150409,284,288
31902150410-FLY,FLYNN,319021504,Gin Gin,31902150410,3150410,292,302
31902150411-FLY,FLYNN,319021504,Gin Gin,31902150411,3150411,178,188
31902150412-FLY,FLYNN,319021504,Gin Gin,31902150412,3150412,495,483
31902150413-FLY,FLYNN,319021504,Gin Gin,31902150413,3150413,583,598
31902150414-FLY,FLYNN,319021504,Gin Gin,31902150414,3150414,325,347
31902150501-MAR,MARANOA,319021505,Kingaroy,31902150501,3150501,333,335
31902150502-MAR,MARANOA,319021505,Kingaroy,31902150502,3150502,389,380
31902150503-MAR,MARANOA,319021505,Kingaroy,31902150503,3150503,212,212
31902150504-MAR,MARANOA,319021505,Kingaroy,31902150504,3150504,306,311
31902150505-MAR,MARANOA,319021505,Kingaroy,31902150505,3150505,141,149
31902150506-MAR,MARANOA,319021505,Kingaroy,31902150506,3150506,172,172
31902150507-MAR,MARANOA,319021505,Kingaroy,31902150507,3150507,278,280
31902150508-MAR,MARANOA,319021505,Kingaroy,31902150508,3150508,231,249
31902150509-MAR,MARANOA,319021505,Kingaroy,31902150509,3150509,199,194
31902150511-MAR,MARANOA,319021505,Kingaroy,31902150511,3150511,513,531
31902150512-MAR,MARANOA,319021505,Kingaroy,31902150512,3150512,377,386
31902150513-MAR,MARANOA,319021505,Kingaroy,31902150513,3150513,278,288
31902150514-MAR,MARANOA,319021505,Kingaroy,31902150514,3150514,224,225
31902150515-MAR,MARANOA,319021505,Kingaroy,31902150515,3150515,169,181
31902150516-MAR,MARANOA,319021505,Kingaroy,31902150516,3150516,336,340
31902150517-MAR,MARANOA,319021505,Kingaroy,31902150517,3150517,224,243
31902150518-MAR,MARANOA,319021505,Kingaroy,31902150518,3150518,184,187
31902150520-MAR,MARANOA,319021505,Kingaroy,31902150520,3150520,294,287
31902150521-MAR,MARANOA,319021505,Kingaroy,31902150521,3150521,285,304
31902150523-MAR,MARANOA,319021505,Kingaroy,31902150523,3150523,315,315
31902150524-MAR,MARANOA,319021505,Kingaroy,31902150524,3150524,289,303
31902150525-MAR,MARANOA,319021505,Kingaroy,31902150525,3150525,386,407
31902150526-MAR,MARANOA,319021505,Kingaroy,31902150526,3150526,319,331
31902150527-MAR,MARANOA,319021505,Kingaroy,31902150527,3150527,415,447
31902150528-MAR,MARANOA,319021505,Kingaroy,31902150528,3150528,64,68
31902150529-MAR,MARANOA,319021505,Kingaroy,31902150529,3150529,78,76
31902150530-MAR,MARANOA,319021505,Kingaroy,31902150530,3150530,345,379
31902150531-MAR,MARANOA,319021505,Kingaroy,31902150531,3150531,109,114
31902150532-MAR,MARANOA,319021505,Kingaroy,31902150532,3150532,405,427
31902150601-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150601,3150601,261,257
31902150602-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150602,3150602,210,223
31902150603-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150603,3150603,325,334
31902150603-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150603,3150603,0,0
31902150604-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150604,3150604,366,378
31902150605-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150605,3150605,305,318
31902150606-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150606,3150606,317,337
31902150607-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150607,3150607,206,203
31902150608-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150608,3150608,68,70
31902150608-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150608,3150608,79,82
31902150609-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150609,3150609,225,234
31902150610-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150610,3150610,267,291
31902150611-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150611,3150611,186,197
31902150611-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150611,3150611,65,69
31902150612-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150612,3150612,378,388
31902150613-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150613,3150613,763,786
31902150614-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150614,3150614,510,494
31902150615-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150615,3150615,216,222
31902150616-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150616,3150616,346,368
31902150617-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150617,3150617,304,322
31902150617-MAR,MARANOA,319021506,Kingaroy Surrounds - North,31902150617,3150617,5,5
31902150618-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150618,3150618,237,243
31902150619-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150619,3150619,226,234
31902150620-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150620,3150620,290,295
31902150621-FLY,FLYNN,319021506,Kingaroy Surrounds - North,31902150621,3150621,287,302
31902150622-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150622,3150622,252,244
31902150623-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150623,3150623,217,217
31902150624-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150624,3150624,384,372
31902150625-WID,WIDE BAY,319021506,Kingaroy Surrounds - North,31902150625,3150625,381,369
